Data,Hora UTC,"PRES.ATM.NIVEL ESTACAO,HORA(mB)",RADIACAO GLOBAL(Kj/m²),"TEMP.AR-BULBO SECO,HORA(°C)",TEMP.PONTO ORVALHO(°C),TEMP.MAX.HORA ANT.(AUT)(°C),TEMP.MIN.HORA ANT.(AUT)(°C),"UMIDADE RELATIVA AR,HORA(%)","VENTO, DIRECAO HORARIA(gr)(°(gr))","VENTO, RAJADA MAX.(m/s)","VENTO, VELOCIDADE HORARIA(m/s)",MES(NUMERO),"PREC.TOTAL,HORA(mm) (MEDIA)","UMIDADE RELATIVA AR,HORA(%) (MEDIA)","TEMP.AR-BULBO SECO,HORA(°C) (MEDIA)",RADIACAO GLOBAL(Kj/m²) (MEDIA),"PREC.TOTAL,HORA(mm)"
2019-01-01 09:00:00,0900,933.4,5.8,21.3,19.7,21.4,21.0,90.0,262.0,0.3,0.0,1,0.0,90.0,21.3,5.8,0.0
2019-01-01 10:00:00,1000,934.3,195.7,22.3,20.2,22.3,21.3,88.0,94.0,1.3,0.3,1,0.0,89.0,21.8,100.75,0.0
2019-01-01 11:00:00,1100,934.7,625.0,23.9,19.8,23.9,22.3,78.0,311.0,1.8,0.3,1,0.0,85.33333333333333,22.5,275.5,0.0
2019-01-01 12:00:00,1200,935.2,1631.0,25.7,20.1,25.7,23.6,71.0,358.0,3.0,1.1,1,0.0,79.0,23.96666666666667,817.2333333333332,0.0
2019-01-01 13:00:00,1300,935.1,1890.6,26.6,19.3,26.7,24.6,64.0,16.0,3.6,1.1,1,0.0,71.0,25.400000000000002,1382.2,0.0
2019-01-01 14:00:00,1400,934.5,1631.7,26.5,18.4,27.1,26.0,61.0,335.0,4.5,1.3,1,0.0,65.33333333333333,26.266666666666666,1717.7666666666667,0.0
2019-01-01 15:00:00,1500,934.0,2166.2,27.1,17.9,27.8,26.4,57.0,232.0,3.7,0.6,1,0.0,60.666666666666664,26.733333333333334,1896.1666666666667,0.0
2019-01-01 16:00:00,1600,933.0,2681.7,28.7,18.0,28.9,27.0,52.0,352.0,3.2,1.3,1,0.0,56.666666666666664,27.433333333333337,2159.8666666666663,0.0
2019-01-01 17:00:00,1700,931.7,3182.1,29.8,18.4,29.8,28.7,50.0,320.0,5.0,1.5,1,0.0,53.0,28.533333333333335,2676.6666666666665,0.0
2019-01-01 18:00:00,1800,931.1,2335.3,28.8,17.6,30.7,28.6,51.0,347.0,5.3,1.3,1,0.0,51.0,29.099999999999998,2733.0333333333333,0.0
2019-01-01 19:00:00,1900,930.5,819.5,29.1,18.7,29.1,28.2,54.0,23.0,3.5,1.0,1,0.0,51.666666666666664,29.233333333333334,2112.2999999999997,0.0
2019-01-01 20:00:00,2000,930.7,1802.5,30.1,17.4,30.3,29.0,47.0,80.0,4.5,2.7,1,0.0,50.666666666666664,29.333333333333332,1652.4333333333334,0.0
2019-01-01 21:00:00,2100,931.4,658.1,28.8,17.3,30.4,28.7,50.0,85.0,4.8,1.8,1,0.0,50.333333333333336,29.333333333333332,1093.3666666666666,0.0
2019-01-01 22:00:00,2200,932.4,22.2,25.5,17.2,28.8,25.5,60.0,81.0,6.5,2.4,1,0.0,52.333333333333336,28.133333333333336,827.6,0.0
2019-01-02 09:00:00,0900,934.1,11.9,21.6,19.0,21.6,21.5,85.0,122.0,2.6,1.2,1,0.0,65.0,25.3,230.73333333333335,0.0
2019-01-02 10:00:00,1000,934.6,515.0,23.1,19.6,23.1,21.6,81.0,149.0,2.3,0.3,1,0.0,75.33333333333333,23.400000000000002,183.03333333333333,0.0
2019-01-02 11:00:00,1100,935.2,1291.5,25.5,18.8,26.4,23.1,67.0,119.0,3.0,1.5,1,0.0,77.66666666666667,23.400000000000002,606.1333333333333,0.0
2019-01-02 12:00:00,1200,935.8,1086.1,26.5,18.9,26.6,25.0,63.0,151.0,2.7,1.1,1,0.0,70.33333333333333,25.03333333333333,964.2000000000002,0.0
2019-01-02 13:00:00,1300,935.9,1601.6,28.3,19.0,28.3,26.4,57.0,175.0,3.1,1.3,1,0.0,62.333333333333336,26.76666666666667,1326.3999999999999,0.0
2019-01-02 14:00:00,1400,935.0,3104.4,30.1,16.7,30.2,28.0,45.0,121.0,5.5,2.0,1,0.0,55.0,28.3,1930.7,0.0
2019-01-02 15:00:00,1500,934.3,1515.3,27.8,20.3,30.3,25.8,64.0,350.0,5.3,0.4,1,0.13333333333333333,55.333333333333336,28.733333333333334,2073.766666666667,0.4
2019-01-02 16:00:00,1600,934.2,1730.9,27.5,19.0,29.8,25.3,60.0,278.0,7.9,1.3,1,0.13333333333333333,56.333333333333336,28.46666666666667,2116.866666666667,0.0
2019-01-02 17:00:00,1700,933.7,994.2,24.2,20.0,27.6,22.7,78.0,4.0,8.0,2.0,1,2.266666666666667,67.33333333333333,26.5,1413.466666666667,6.4
2019-01-02 18:00:00,1800,932.5,1420.3,27.8,20.7,27.8,24.1,65.0,253.0,8.0,0.8,1,2.1333333333333333,67.66666666666667,26.5,1381.8000000000002,0.0
2019-01-02 19:00:00,1900,931.8,2125.7,29.4,18.1,29.9,27.8,51.0,232.0,3.7,0.4,1,2.1333333333333333,64.66666666666667,27.133333333333336,1513.4000000000003,0.0
2019-01-02 20:00:00,2000,931.8,810.0,27.6,20.2,30.2,27.2,64.0,123.0,6.2,2.9,1,0.0,60.0,28.266666666666666,1452.0,0.0
2019-01-02 21:00:00,2100,931.9,513.4,25.9,18.2,27.7,25.9,63.0,118.0,6.7,2.6,1,0.0,59.333333333333336,27.633333333333336,1149.7,0.0
2019-01-02 22:00:00,2200,932.0,130.9,25.3,19.3,26.2,25.3,70.0,115.0,4.5,1.9,1,0.0,65.66666666666667,26.266666666666666,484.7666666666668,0.0
2019-01-03 09:00:00,0900,932.6,10.0,20.5,18.9,20.6,20.5,91.0,116.0,2.5,1.0,1,0.0,74.66666666666667,23.900000000000002,218.10000000000014,0.0
2019-01-03 10:00:00,1000,933.3,441.0,21.9,19.6,21.9,20.5,87.0,110.0,1.9,1.0,1,0.0,82.66666666666667,22.566666666666663,193.9666666666668,0.0
2019-01-03 11:00:00,1100,933.8,1308.4,24.5,19.1,25.5,21.9,72.0,191.0,2.2,0.2,1,0.0,83.33333333333333,22.3,586.4666666666668,0.0
2019-01-03 12:00:00,1200,933.9,2077.2,27.6,19.8,27.6,24.4,63.0,120.0,2.3,0.3,1,0.0,74.0,24.666666666666668,1275.5333333333335,0.0
2019-01-03 13:00:00,1300,933.8,2777.9,30.5,18.3,30.5,27.6,48.0,42.0,5.2,1.9,1,0.0,61.0,27.53333333333333,2054.5,0.0
2019-01-03 14:00:00,1400,933.4,3335.5,31.1,16.9,31.5,30.1,43.0,27.0,6.6,1.5,1,0.0,51.333333333333336,29.733333333333334,2730.2000000000003,0.0
2019-01-03 15:00:00,1500,932.7,3452.5,31.7,15.9,31.9,30.9,39.0,360.0,5.5,1.9,1,0.0,43.333333333333336,31.099999999999998,3188.633333333333,0.0
2019-01-03 16:00:00,1600,931.9,3571.2,32.3,14.7,33.0,31.5,35.0,38.0,5.4,1.7,1,0.0,39.0,31.7,3453.066666666667,0.0
2019-01-03 17:00:00,1700,931.0,2858.0,31.9,15.5,33.3,31.9,37.0,330.0,5.2,0.9,1,0.0,37.0,31.966666666666665,3293.9,0.0
2019-01-03 18:00:00,1800,930.4,1563.1,32.9,16.4,32.9,31.0,37.0,77.0,4.9,1.0,1,0.0,36.333333333333336,32.36666666666667,2664.1,0.0
2019-01-03 19:00:00,1900,929.7,1735.6,32.4,17.2,33.5,31.0,40.0,324.0,4.7,0.8,1,0.0,38.0,32.4,2052.2333333333336,0.0
2019-01-03 20:00:00,2000,929.5,1751.9,32.3,14.4,33.5,32.1,34.0,349.0,4.6,1.3,1,0.0,37.0,32.533333333333324,1683.5333333333335,0.0
2019-01-03 21:00:00,2100,929.7,667.0,30.0,17.0,33.2,30.0,46.0,246.0,4.6,1.6,1,0.0,40.0,31.566666666666663,1384.8333333333333,0.0
2019-01-03 22:00:00,2200,930.5,44.5,27.6,17.4,29.9,27.6,54.0,251.0,4.6,1.4,1,0.0,44.666666666666664,29.966666666666665,821.1333333333336,0.0
2019-01-04 09:00:00,0900,933.4,7.6,20.7,18.9,21.1,20.4,89.0,10.0,1.9,0.6,1,0.0,63.0,26.099999999999998,239.70000000000016,0.0
2019-01-04 10:00:00,1000,933.7,162.8,21.7,18.9,21.7,20.7,84.0,346.0,3.0,0.6,1,0.0,75.66666666666667,23.333333333333332,71.63333333333348,0.0
2019-01-04 11:00:00,1100,933.9,1281.6,25.3,19.1,25.4,21.7,69.0,322.0,2.7,0.8,1,0.0,80.66666666666667,22.566666666666663,484.00000000000017,0.0
2019-01-04 12:00:00,1200,933.9,1869.0,27.2,18.7,27.2,25.3,60.0,274.0,2.7,0.9,1,0.0,71.0,24.73333333333333,1104.466666666667,0.0
2019-01-04 13:00:00,1300,933.9,2070.4,29.0,18.2,29.2,26.8,52.0,12.0,3.2,0.4,1,0.0,60.333333333333336,27.166666666666668,1740.3333333333333,0.0
2019-01-04 14:00:00,1400,933.5,2851.7,30.7,15.3,31.5,28.9,40.0,36.0,2.9,1.1,1,0.0,50.666666666666664,28.966666666666665,2263.7000000000003,0.0
2019-01-04 15:00:00,1500,933.0,2966.6,31.6,16.4,31.6,30.3,40.0,351.0,3.7,1.3,1,0.0,44.0,30.433333333333334,2629.566666666667,0.0
2019-01-04 16:00:00,1600,931.8,3159.7,31.8,16.3,32.6,31.3,39.0,21.0,4.5,1.2,1,0.0,39.666666666666664,31.366666666666664,2992.6666666666665,0.0
2019-01-04 17:00:00,1700,930.6,1474.9,31.4,16.4,31.9,30.6,41.0,269.0,4.5,0.3,1,0.0,40.0,31.599999999999994,2533.733333333333,0.0
2019-01-04 18:00:00,1800,929.8,1123.6,29.4,18.1,32.0,29.4,51.0,331.0,7.2,2.1,1,0.0,43.666666666666664,30.866666666666664,1919.4000000000003,0.0
2019-01-04 19:00:00,1900,930.2,1028.1,26.9,18.2,30.7,26.9,59.0,15.0,9.1,2.3,1,0.0,50.333333333333336,29.23333333333333,1208.8666666666668,0.0
2019-01-04 20:00:00,2000,931.5,62.6,21.7,19.6,26.8,20.7,88.0,258.0,12.2,1.6,1,4.133333333333334,66.0,25.999999999999996,738.1,12.4
2019-01-04 21:00:00,2100,932.1,68.4,21.3,19.3,22.4,21.3,89.0,246.0,7.4,0.4,1,4.533333333333333,78.66666666666667,23.299999999999997,386.3666666666668,1.2
2019-01-04 22:00:00,2200,932.0,10.7,21.2,19.7,21.7,20.9,91.0,278.0,2.1,0.4,1,4.733333333333333,89.33333333333333,21.399999999999995,47.23333333333348,0.6
2019-01-05 10:00:00,1000,934.2,54.8,21.4,20.0,21.4,21.2,92.0,159.0,3.8,0.9,1,0.7999999999999999,90.66666666666667,21.299999999999997,44.63333333333349,0.6
2019-01-05 11:00:00,1100,934.2,218.2,21.6,19.7,21.6,21.2,89.0,116.0,4.2,2.0,1,0.4666666666666666,90.66666666666667,21.399999999999995,94.56666666666682,0.2
2019-01-05 12:00:00,1200,935.1,721.5,22.7,19.9,22.7,21.6,85.0,331.0,4.2,1.6,1,0.26666666666666666,88.66666666666667,21.899999999999995,331.50000000000017,0.0
2019-01-05 13:00:00,1300,935.4,1088.5,23.5,20.1,23.5,22.5,82.0,308.0,4.5,1.6,1,0.20000000000000004,85.33333333333333,22.599999999999998,676.0666666666668,0.4
2019-01-05 14:00:00,1400,934.7,1792.3,25.5,17.1,25.8,23.4,60.0,339.0,4.4,0.7,1,0.13333333333333333,75.66666666666667,23.899999999999995,1200.7666666666667,0.0
2019-01-05 15:00:00,1500,934.4,1206.6,24.9,18.8,26.0,24.9,69.0,206.0,2.2,0.7,1,0.13333333333333333,70.33333333333333,24.63333333333333,1362.466666666667,0.0
2019-01-05 16:00:00,1600,933.7,1586.5,26.8,17.7,27.5,24.9,57.0,202.0,3.2,1.5,1,0.0,62.0,25.73333333333333,1528.466666666667,0.0
2019-01-05 17:00:00,1700,932.6,1289.1,26.1,18.7,27.4,26.1,64.0,231.0,3.8,1.7,1,0.0,63.333333333333336,25.933333333333334,1360.7333333333333,0.0
2019-01-05 18:00:00,1800,931.4,2415.1,27.7,18.2,28.2,26.1,56.0,147.0,4.6,1.4,1,0.0,59.0,26.866666666666664,1763.5666666666668,0.0
2019-01-05 19:00:00,1900,931.3,1520.4,26.8,17.7,27.7,26.8,57.0,116.0,5.5,2.5,1,0.0,59.0,26.866666666666664,1741.5333333333335,0.0
2019-01-05 20:00:00,2000,931.4,727.7,26.1,17.8,26.9,26.0,60.0,164.0,5.1,1.2,1,0.0,57.666666666666664,26.866666666666664,1554.4000000000003,0.0
2019-01-05 21:00:00,2100,931.8,324.7,25.7,18.2,26.1,25.7,63.0,159.0,2.8,0.6,1,0.0,60.0,26.2,857.6000000000004,0.0
2019-01-05 22:00:00,2200,932.7,32.1,25.0,19.0,25.7,25.0,69.0,113.0,2.7,1.3,1,0.0,64.0,25.599999999999998,361.5000000000003,0.0
2019-01-06 10:00:00,1000,933.8,51.1,20.6,17.9,20.6,20.0,84.0,112.0,2.4,0.0,1,0.0,72.0,23.766666666666662,135.96666666666695,0.0
2019-01-06 11:00:00,1100,933.9,213.2,22.2,17.3,23.0,20.3,74.0,320.0,6.3,0.4,1,0.0,75.66666666666667,22.599999999999998,98.8000000000003,0.0
2019-01-06 12:00:00,1200,934.5,955.5,23.8,17.6,23.8,22.2,68.0,350.0,3.5,0.9,1,0.0,75.33333333333333,22.2,406.6000000000003,0.0
2019-01-06 13:00:00,1300,934.7,1309.4,24.2,17.6,24.5,23.6,67.0,340.0,5.2,1.8,1,0.0,69.66666666666667,23.399999999999995,826.0333333333338,0.0
2019-01-06 14:00:00,1400,934.2,1375.9,25.3,17.9,25.7,24.2,64.0,339.0,4.8,1.3,1,0.0,66.33333333333333,24.433333333333326,1213.6000000000004,0.0
2019-01-06 15:00:00,1500,933.5,1966.9,26.2,17.3,26.2,25.3,58.0,319.0,4.4,1.7,1,0.0,63.0,25.23333333333333,1550.7333333333338,0.0
2019-01-06 16:00:00,1600,933.0,2767.9,27.7,17.9,27.9,26.1,55.0,328.0,4.5,1.5,1,0.0,59.0,26.399999999999995,2036.9000000000003,0.0
2019-01-06 17:00:00,1700,931.9,3419.8,28.5,17.1,28.9,27.6,50.0,276.0,5.0,1.2,1,0.0,54.333333333333336,27.466666666666665,2718.2000000000003,0.0
2019-01-06 18:00:00,1800,931.0,2944.4,28.9,16.1,29.7,28.1,46.0,319.0,5.9,1.9,1,0.0,50.333333333333336,28.366666666666664,3044.0333333333333,0.0
2019-01-06 19:00:00,1900,930.0,2183.5,28.9,17.1,30.4,28.2,49.0,347.0,4.9,1.4,1,0.0,48.333333333333336,28.766666666666662,2849.2333333333336,0.0
2019-01-06 20:00:00,2000,929.9,1776.7,29.0,15.6,30.6,28.9,44.0,24.0,4.0,0.7,1,0.0,46.333333333333336,28.933333333333326,2301.5333333333338,0.0
2019-01-06 21:00:00,2100,929.8,663.3,27.1,18.0,29.9,27.0,57.0,93.0,4.8,2.0,1,0.0,50.0,28.333333333333332,1541.166666666667,0.0
2019-01-06 22:00:00,2200,930.2,78.5,25.5,18.3,27.1,25.5,64.0,111.0,4.5,1.6,1,0.0,55.0,27.2,839.5000000000003,0.0
2019-01-07 09:00:00,0900,933.0,6.0,19.0,17.6,19.6,19.0,91.0,232.0,2.4,0.4,1,0.0,70.66666666666667,23.866666666666664,249.26666666666696,0.0
2019-01-07 10:00:00,1000,933.5,338.3,21.2,18.8,21.2,18.9,86.0,337.0,1.9,0.9,1,0.0,80.33333333333333,21.899999999999995,140.93333333333365,0.0
2019-01-07 11:00:00,1100,933.8,1238.7,25.0,18.4,25.0,21.2,67.0,352.0,2.1,0.5,1,0.0,81.33333333333333,21.73333333333333,527.666666666667,0.0
2019-01-07 12:00:00,1200,933.7,2083.7,26.7,17.9,27.0,25.0,59.0,323.0,3.8,1.4,1,0.0,70.66666666666667,24.299999999999997,1220.2333333333336,0.0
2019-01-07 13:00:00,1300,933.5,2778.7,28.4,18.4,28.5,26.5,55.0,331.0,3.6,1.6,1,0.0,60.333333333333336,26.7,2033.7,0.0
2019-01-07 14:00:00,1400,932.8,3375.5,29.4,16.4,30.0,28.2,46.0,31.0,4.8,1.8,1,0.0,53.333333333333336,28.16666666666666,2745.966666666667,0.0
2019-01-07 15:00:00,1500,932.5,3553.6,30.5,17.1,30.6,29.4,45.0,340.0,5.2,2.0,1,0.0,48.666666666666664,29.433333333333326,3235.933333333334,0.0
2019-01-07 16:00:00,1600,932.5,3582.0,31.4,15.8,32.2,29.9,39.0,355.0,5.7,2.3,1,0.0,43.333333333333336,30.433333333333326,3503.7000000000003,0.0
2019-01-07 17:00:00,1700,931.7,3349.2,31.3,16.4,32.1,31.3,41.0,302.0,7.3,2.1,1,0.0,41.666666666666664,31.066666666666663,3494.933333333334,0.0
2019-01-07 18:00:00,1800,931.3,1844.5,29.8,18.8,32.1,29.2,52.0,175.0,6.3,1.8,1,0.0,44.0,30.833333333333332,2925.2333333333336,0.0
2019-01-07 19:00:00,1900,930.5,828.5,27.6,18.6,29.9,25.4,58.0,115.0,7.0,1.2,1,0.0,50.333333333333336,29.566666666666663,2007.4000000000003,0.0
2019-01-07 20:00:00,2000,930.6,1750.3,31.6,13.6,31.6,27.6,34.0,340.0,4.5,1.5,1,0.0,48.0,29.666666666666668,1474.4333333333336,0.0
2019-01-07 21:00:00,2100,930.9,781.9,30.0,13.6,31.6,29.9,37.0,349.0,5.2,1.5,1,0.0,43.0,29.73333333333333,1120.2333333333336,0.0
2019-01-07 22:00:00,2200,931.1,103.1,26.9,18.4,30.0,26.9,60.0,252.0,6.5,1.4,1,0.0,43.666666666666664,29.5,878.4333333333335,0.0
2019-01-08 09:00:00,0900,934.3,9.9,20.7,18.5,20.7,20.3,88.0,144.0,2.0,0.6,1,0.0,61.666666666666664,25.866666666666664,298.3000000000003,0.0
2019-01-08 10:00:00,1000,934.6,302.3,21.7,19.3,21.7,20.6,86.0,119.0,2.1,0.8,1,0.0,78.0,23.099999999999994,138.43333333333365,0.0
2019-01-08 11:00:00,1100,935.0,1235.9,25.3,19.8,25.3,21.7,72.0,148.0,1.9,0.7,1,0.0,82.0,22.566666666666663,516.0333333333336,0.0
2019-01-08 12:00:00,1200,935.3,2048.9,27.4,18.9,27.4,25.3,60.0,159.0,5.9,1.7,1,0.0,72.66666666666667,24.799999999999997,1195.7000000000005,0.0
2019-01-08 13:00:00,1300,934.8,2706.6,29.2,18.3,29.4,27.3,52.0,148.0,5.4,2.5,1,0.0,61.333333333333336,27.299999999999997,1997.1333333333334,0.0
2019-01-08 14:00:00,1400,934.6,2847.2,29.2,16.5,30.2,28.9,46.0,99.0,5.4,2.3,1,0.0,52.666666666666664,28.599999999999998,2534.2333333333336,0.0
2019-01-08 15:00:00,1500,934.0,1579.6,29.8,19.7,30.2,28.8,55.0,191.0,5.1,1.1,1,0.0,51.0,29.399999999999995,2377.7999999999997,0.0
2019-01-08 16:00:00,1600,933.4,3107.4,30.8,19.4,31.5,29.7,51.0,216.0,5.6,2.0,1,0.0,50.666666666666664,29.933333333333334,2511.4,0.0
2019-01-08 17:00:00,1700,932.4,2854.2,31.7,17.4,32.6,30.7,43.0,199.0,5.6,1.3,1,0.0,49.666666666666664,30.766666666666662,2513.733333333333,0.0
2019-01-08 18:00:00,1800,931.6,2210.9,33.1,14.9,33.2,31.1,33.0,110.0,11.9,2.8,1,0.0,42.333333333333336,31.866666666666664,2724.1666666666665,0.0
2019-01-08 19:00:00,1900,930.8,2514.2,33.2,13.2,33.8,32.5,30.0,131.0,7.3,3.4,1,0.0,35.333333333333336,32.666666666666664,2526.433333333334,0.0
2019-01-08 20:00:00,2000,930.3,1714.6,31.8,13.5,33.6,31.8,33.0,87.0,7.3,2.9,1,0.0,32.0,32.699999999999996,2146.5666666666666,0.0
2019-01-08 21:00:00,2100,930.3,647.4,30.8,14.8,32.5,30.8,38.0,69.0,6.7,2.2,1,0.0,33.666666666666664,31.933333333333337,1625.3999999999999,0.0
2019-01-08 22:00:00,2200,931.1,85.2,28.5,16.4,30.8,28.5,48.0,55.0,4.4,1.3,1,0.0,39.666666666666664,30.366666666666664,815.7333333333335,0.0
2019-01-09 09:00:00,0900,931.7,3.3,20.8,18.4,21.4,20.6,86.0,350.0,1.4,0.1,1,0.0,57.333333333333336,26.7,245.30000000000015,0.0
2019-01-09 10:00:00,1000,932.3,355.3,22.7,18.7,22.7,20.6,78.0,276.0,1.4,0.3,1,0.0,70.66666666666667,24.0,147.93333333333348,0.0
2019-01-09 11:00:00,1100,932.5,1170.2,26.2,17.6,26.5,22.7,59.0,43.0,2.8,1.0,1,0.0,74.33333333333333,23.23333333333333,509.6000000000002,0.0
2019-01-09 12:00:00,1200,932.9,1975.6,28.0,16.6,28.1,26.1,50.0,35.0,4.6,1.5,1,0.0,62.333333333333336,25.63333333333333,1167.0333333333335,0.0
2019-01-09 13:00:00,1300,932.9,2877.6,28.9,15.1,29.7,27.9,43.0,57.0,8.4,3.2,1,0.0,50.666666666666664,27.7,2007.8,0.0
2019-01-09 14:00:00,1400,932.7,3374.4,30.2,14.3,30.4,28.5,38.0,77.0,8.4,3.6,1,0.0,43.666666666666664,29.03333333333333,2742.5333333333333,0.0
2019-01-09 15:00:00,1500,932.4,3209.4,30.0,15.6,31.0,28.9,42.0,62.0,8.3,2.4,1,0.0,41.0,29.7,3153.7999999999997,0.0
2019-01-09 16:00:00,1600,932.0,3704.5,30.9,12.8,31.4,29.5,33.0,73.0,9.3,3.9,1,0.0,37.666666666666664,30.366666666666664,3429.433333333334,0.0
2019-01-09 17:00:00,1700,931.4,3153.4,31.1,12.3,31.5,30.0,32.0,95.0,9.3,3.5,1,0.0,35.666666666666664,30.666666666666668,3355.766666666667,0.0
2019-01-09 18:00:00,1800,930.6,2971.4,31.0,13.1,31.9,30.4,34.0,70.0,7.6,3.1,1,0.0,33.0,31.0,3276.433333333334,0.0
2019-01-09 19:00:00,1900,929.9,2441.4,30.9,13.2,31.9,30.4,34.0,67.0,7.7,1.9,1,0.0,33.333333333333336,31.0,2855.4,0.0
2019-01-09 20:00:00,2000,929.4,1504.0,30.3,12.2,31.3,30.3,33.0,72.0,6.5,3.0,1,0.0,33.666666666666664,30.73333333333333,2305.6000000000004,0.0
2019-01-09 21:00:00,2100,929.5,739.7,28.9,12.4,30.5,28.9,36.0,80.0,5.9,2.3,1,0.0,34.333333333333336,30.03333333333333,1561.7,0.0
2019-01-09 22:00:00,2200,929.6,41.2,26.4,13.1,28.9,26.4,44.0,60.0,4.9,1.4,1,0.0,37.666666666666664,28.53333333333333,761.6333333333336,0.0
2019-01-10 09:00:00,0900,932.2,6.7,18.1,15.0,18.4,17.3,82.0,150.0,1.8,0.5,1,0.0,54.0,24.466666666666665,262.5333333333335,0.0
2019-01-10 10:00:00,1000,932.6,439.2,20.5,15.3,20.5,18.1,72.0,107.0,2.7,1.3,1,0.0,66.0,21.66666666666666,162.36666666666682,0.0
2019-01-10 11:00:00,1100,932.9,1277.9,24.2,16.4,24.3,20.5,62.0,133.0,3.0,0.9,1,0.0,72.0,20.933333333333334,574.6000000000003,0.0
2019-01-10 12:00:00,1200,933.1,1724.8,26.5,15.6,26.9,24.0,51.0,86.0,6.3,3.5,1,0.0,61.666666666666664,23.73333333333333,1147.3000000000002,0.0
2019-01-10 13:00:00,1300,932.7,2597.8,29.1,15.7,29.3,26.2,44.0,96.0,6.6,3.6,1,0.0,52.333333333333336,26.599999999999994,1866.8333333333337,0.0
2019-01-10 14:00:00,1400,932.6,3386.9,30.3,16.3,30.5,29.1,43.0,48.0,7.4,2.0,1,0.0,46.0,28.63333333333333,2569.8333333333335,0.0
2019-01-10 15:00:00,1500,932.1,3721.3,31.7,13.8,31.7,29.2,34.0,8.0,6.8,1.6,1,0.0,40.333333333333336,30.366666666666664,3235.333333333334,0.0
2019-01-10 16:00:00,1600,931.6,2906.9,31.5,14.0,31.8,29.4,35.0,31.0,6.1,1.6,1,0.0,37.333333333333336,31.166666666666668,3338.3666666666672,0.0
2019-01-10 17:00:00,1700,930.6,1894.8,32.7,13.0,32.9,29.1,30.0,46.0,6.5,0.7,1,0.0,33.0,31.96666666666667,2841.0000000000005,0.0
2019-01-10 18:00:00,1800,929.7,1700.1,30.8,11.8,33.3,30.8,31.0,94.0,4.6,1.6,1,0.0,32.0,31.666666666666668,2167.266666666667,0.0
2019-01-10 19:00:00,1900,928.8,2384.9,33.2,12.5,33.4,30.3,29.0,118.0,4.3,1.2,1,0.0,30.0,32.233333333333334,1993.266666666667,0.0
2019-01-10 20:00:00,2000,929.3,899.8,28.9,14.6,33.2,28.9,42.0,9.0,4.1,1.4,1,0.0,34.0,30.96666666666667,1661.6000000000004,0.0
2019-01-10 21:00:00,2100,930.0,96.0,26.4,15.6,28.9,26.4,51.0,4.0,6.3,1.6,1,0.0,40.666666666666664,29.5,1126.9000000000005,0.0
2019-01-10 22:00:00,2200,931.2,3.4,25.0,16.1,26.4,25.0,58.0,37.0,4.8,1.4,1,0.0,50.333333333333336,26.766666666666666,333.06666666666695,0.0
2019-01-11 09:00:00,0900,934.2,0.4,20.0,17.9,20.4,19.8,88.0,66.0,2.2,0.0,1,0.0,65.66666666666667,23.8,33.26666666666697,0.0
2019-01-11 10:00:00,1000,934.8,174.9,21.3,18.7,21.3,20.0,85.0,250.0,0.8,0.1,1,0.0,77.0,22.099999999999998,59.56666666666697,0.0
2019-01-11 11:00:00,1100,935.1,589.9,22.5,18.6,22.5,21.3,79.0,227.0,1.3,0.3,1,0.0,84.0,21.266666666666666,255.06666666666695,0.0
2019-01-11 12:00:00,1200,935.5,870.4,23.6,17.5,23.8,22.5,69.0,280.0,1.7,0.4,1,0.0,77.66666666666667,22.46666666666667,545.066666666667,0.0
2019-01-11 13:00:00,1300,935.5,1646.3,25.8,17.3,26.3,23.6,60.0,2.0,4.1,1.6,1,0.0,69.33333333333333,23.96666666666667,1035.5333333333335,0.0
2019-01-11 14:00:00,1400,935.6,2767.2,28.7,17.3,29.0,25.8,50.0,26.0,6.9,2.1,1,0.0,59.666666666666664,26.033333333333335,1761.3000000000002,0.0
2019-01-11 15:00:00,1500,935.5,3187.8,27.9,17.0,29.5,27.6,52.0,10.0,9.1,1.8,1,0.0,54.0,27.466666666666665,2533.766666666667,0.0
2019-01-11 16:00:00,1600,934.6,2705.4,27.9,14.9,28.9,27.2,45.0,32.0,9.8,2.6,1,0.0,49.0,28.166666666666668,2886.8000000000006,0.0
2019-01-11 17:00:00,1700,933.0,3327.0,29.7,12.7,29.7,27.8,35.0,12.0,8.8,2.7,1,0.0,44.0,28.5,3073.4,0.0
2019-01-11 18:00:00,1800,932.0,3062.6,29.5,15.5,29.7,28.5,43.0,81.0,8.8,2.0,1,0.0,41.0,29.03333333333333,3031.6666666666665,0.0
2019-01-11 19:00:00,1900,931.5,1889.2,30.1,13.5,30.7,28.9,36.0,82.0,4.7,2.2,1,0.0,38.0,29.766666666666666,2759.6000000000004,0.0
2019-01-11 20:00:00,2000,931.8,1408.1,28.7,11.7,31.7,28.7,35.0,8.0,5.7,2.4,1,0.0,38.0,29.433333333333334,2119.966666666667,0.0
2019-01-11 21:00:00,2100,931.9,396.9,26.9,10.6,28.7,26.9,36.0,353.0,6.0,1.8,1,0.0,35.666666666666664,28.566666666666666,1231.4000000000003,0.0
2019-01-11 22:00:00,2200,932.6,43.4,25.1,11.5,26.9,25.1,43.0,313.0,4.7,0.4,1,0.0,38.0,26.900000000000002,616.1333333333336,0.0
2019-01-12 09:00:00,0900,933.7,2.0,21.4,18.0,21.4,20.6,81.0,109.0,2.7,1.1,1,0.0,53.333333333333336,24.466666666666665,147.43333333333362,0.0
